2021-01-25 18:16:39,676 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-01-25 18:16:39,704 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-01-25 18:16:39,705 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-01-25 18:16:39,706 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-01-25 18:16:39,726 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-01-25 18:16:39,727 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-01-25 18:16:39,728 INFO  SwAddin.cs: 201 - Setting up command manager
2021-01-25 18:16:39,729 INFO  SwAddin.cs: 204 - Adding command manager
2021-01-25 18:16:39,732 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-01-25 18:16:39,733 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-01-25 18:16:39,733 INFO  SwAddin.cs: 210 - Adding event handlers
2021-01-25 18:16:39,750 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-01-25 18:46:34,606 INFO  SwAddin.cs: 351 - Part export called
2021-01-25 18:46:35,029 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:35,073 INFO  ExportHelperExtension.cs: 1136 - Found 42 in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:35,075 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:35,076 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:35,076 INFO  ExportHelperExtension.cs: 1136 - Found 42 in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:35,077 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:35,078 INFO  SwAddin.cs: 367 - Showing part
2021-01-25 18:46:44,680 INFO  SwAddin.cs: 351 - Part export called
2021-01-25 18:46:44,689 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:44,690 INFO  ExportHelperExtension.cs: 1136 - Found 42 in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:44,690 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:44,690 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:44,691 INFO  ExportHelperExtension.cs: 1136 - Found 42 in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:44,691 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:46:44,692 INFO  SwAddin.cs: 367 - Showing part
2021-01-25 18:47:14,241 INFO  SwAddin.cs: 351 - Part export called
2021-01-25 18:47:14,250 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from NeedleBardDuaLok57.SLDPRT
2021-01-25 18:47:14,251 INFO  ExportHelperExtension.cs: 1136 - Found 42 in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:47:14,252 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:47:14,252 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from NeedleBardDuaLok57.SLDPRT
2021-01-25 18:47:14,252 INFO  ExportHelperExtension.cs: 1136 - Found 42 in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:47:14,253 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in NeedleBardDuaLok57.SLDPRT
2021-01-25 18:47:14,253 INFO  SwAddin.cs: 367 - Showing part
2021-01-25 18:51:00,796 INFO  SwAddin.cs: 294 - Assembly export called for file needleBardDualexp.SLDASM
2021-01-25 18:51:02,781 INFO  SwAddin.cs: 313 - Saving assembly
2021-01-25 18:51:03,048 INFO  SwAddin.cs: 316 - Opening property manager
2021-01-25 18:51:03,072 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from needleBardDualexp.SLDASM
2021-01-25 18:51:03,086 INFO  ExportHelperExtension.cs: 1136 - Found 25 in needleBardDualexp.SLDASM
